Age,Education,Degree,Skills,Technical Skills,Soft Skills,Work Experience,Interests,Career Interests,Personality/Strengths,Preferred Work Environment,Salary Expectation,Location Preference,Work-Life Balance Preference,Recommended_Career
45,Diploma,B.Com,"Research, Programming","SPSS, Excel, Statistics","Teamwork, Creativity, Adaptability",2 years,"Analytics, Data Science",Machine Learning,"Creative, Detail Oriented",Office,89820,Ahmedabad,High,Data Scientist
44,Postgraduate,M.Sc,"Programming, Research","Research Methods, SPSS, Python, Power BI","Leadership, Time Management, Critical Thinking",13 years,"Education, Research",Data Analytics,"Detail Oriented, Analytical",Remote,92957,Hyderabad,High,Academic Researcher
29,Diploma,MCA,"Creativity, Communication","Figma, UI Design, Adobe XD","Leadership, Time Management, Critical Thinking",9 years,"Marketing, Branding",Creative Design,"Detail Oriented, Analytical",Remote,52091,Pune,High,UI/UX Designer
21,Diploma,BBA,"Leadership, Programming","SQL, Excel, Power BI","Creativity, Adaptability, Critical Thinking",1 year,"Analytics, Data Science",Data Science,"Curious, Analytical",Hybrid,103577,Pune,Medium,Data Scientist
22,Diploma,M.Sc,"Leadership, Programming","Python, SPSS, Research Methods","Teamwork, Time Management, Problem Solving",2 years,"Research, Education",Research,"Analytical, Curious",Office,58199,Mumbai,High,Academic Researcher
42,Diploma,MBA,"Leadership, Communication","Digital Marketing, Excel, Canva","Problem Solving, Communication",8 years,"Branding, Social Media",Marketing,"Leadership, Communication",Remote,108271,Bangalore,High,Marketing Manager
41,Undergraduate,Diploma in Computer,"Research, Programming","Python, SQL, TensorFlow","Communication, Creativity, Teamwork",8 years,"Data Science, Technology",Data Science,"Curious, Analytical",Hybrid,122431,Mumbai,Medium,Data Scientist
40,Diploma,BBA,"Research, Communication","SPSS, Excel, Statistics","Leadership, Time Management, Critical Thinking",5 years,"Education, Research",Machine Learning,"Detail Oriented, Analytical",Office,43019,Pune,Medium,Academic Researcher
27,Diploma,B.Com,"Research, Programming","Python, SQL, TensorFlow","Problem Solving, Communication",3 years,"Research, Education",Research,"Analytical, Curious",Office,44339,Mumbai,Low,Academic Researcher
41,Diploma,B.Sc,"Research, Analysis","Machine Learning, Python, SQL","Communication, Creativity, Teamwork",1 year,"Data Science, Technology",Creative Design,"Curious, Analytical",Remote,90269,Bangalore,Low,Data Scientist
22,Postgraduate,MBA,"Research, Analysis","Python, SPSS, Research Methods","Leadership, Time Management, Critical Thinking",0 years,"Education, Research",Academic Research,"Detail Oriented, Analytical",Remote,65498,Delhi,High,Academic Researcher
21,Diploma,B.Com,"Research, Analysis","Python, SPSS, Research Methods","Communication, Creativity, Teamwork",0 years,"Education, Research",Machine Learning,"Detail Oriented, Analytical",Office,67988,Pune,Medium,Academic Researcher
33,Undergraduate,Diploma in Computer,"Research, Analysis","SEO, Google Analytics, Social Media","Problem Solving, Communication",7 years,"Marketing, Branding",Marketing,"Curious, Analytical",Office,104511,Remote,Medium,Marketing Manager
26,Undergraduate,B.Sc,"Programming, Research","Research Methods, SPSS, Python, Power BI","Teamwork, Creativity, Adaptability",1 year,"Education, Research",Academic Research,"Analytical, Curious",Remote,43763,Ahmedabad,Medium,Academic Researcher
36,Undergraduate,B.Com,"Research, Analysis","SPSS, Excel, Statistics","Leadership, Time Management, Critical Thinking",9 years,"Research, Education",Research,"Analytical, Curious",Remote,67322,Pune,High,Academic Researcher
43,Postgraduate,B.Sc,"Communication, Analysis","Python, SQL, TensorFlow","Communication, Creativity, Teamwork",0 years,"Branding, Social Media",Digital Marketing,"Creative, Persuasive",Remote,74737,Bangalore,Low,Marketing Manager
37,Postgraduate,B.Sc,"Research, Communication","Python, SPSS, Research Methods","Teamwork, Time Management, Problem Solving",11 years,"Research, Education",Research,"Detail Oriented, Analytical",Remote,81125,Remote,Low,Academic Researcher
35,Diploma,M.Sc,"Programming, Analysis","Python, Machine Learning, Statistics","Leadership, Time Management, Critical Thinking",0 years,"Design, User Experience",Creative Design,"Creative, Detail Oriented",Remote,85166,Bangalore,Medium,UI/UX Designer
44,Undergraduate,MCA,"Programming, Analysis","Python, SQL, TensorFlow","Communication, Creativity, Teamwork",11 years,"Data Science, Technology",Data Science,"Curious, Analytical",Hybrid,111356,Delhi,Medium,Data Scientist
40,Diploma,MA,"Leadership, Communication","SEO, Digital Marketing, Excel, UI Design","Teamwork, Creativity, Adaptability",8 years,"Marketing, Branding",Marketing,"Detail Oriented, Analytical",Office,109789,Ahmedabad,High,Marketing Manager
37,Postgraduate,MCA,"Creativity, Programming","SEO, Google Analytics, Social Media","Teamwork, Creativity, Adaptability",11 years,"Branding, Social Media",Digital Marketing,"Curious, Analytical",Office,110351,Hyderabad,Medium,Marketing Manager
40,Undergraduate,BA,"Communication, Analysis","Python, SQL, TensorFlow","Leadership, Time Management, Critical Thinking",9 years,"Marketing, Branding",Marketing,"Analytical, Innovative",Office,93231,Remote,High,Marketing Manager
21,Postgraduate,B.Sc,"Creativity, Communication","Digital Marketing, Excel, Canva","Creativity, Adaptability, Critical Thinking",1 year,"Branding, Social Media",Digital Marketing,"Creative, Persuasive",Office,58442,Ahmedabad,Medium,Marketing Manager
37,Diploma,MCA,"Leadership, Programming","Machine Learning, Python, SQL","Leadership, Time Management, Critical Thinking",0 years,"Analytics, Data Science",Machine Learning,"Curious, Analytical",Hybrid,104412,Delhi,High,Data Scientist
45,Diploma,M.Sc,"Programming, Analysis","Research Methods, SPSS, Python, Power BI","Problem Solving, Communication",12 years,"Data Science, Technology",Machine Learning,"Curious, Analytical",Remote,106479,Remote,Medium,Data Scientist
24,Diploma,BBA,"Research, Creativity","Adobe XD, UI Design, Figma","Creativity, Adaptability, Critical Thinking",3 years,"Creative Design, User Experience",Research,"Creative, Persuasive",Hybrid,66317,Pune,Medium,UI/UX Designer
26,Undergraduate,B.Des,"Research, Programming","Research Methods, SPSS, Python, Power BI","Creativity, Adaptability, Critical Thinking",3 years,"Research, Education",Data Analytics,"Analytical, Curious",Hybrid,70575,Pune,High,Academic Researcher
28,Postgraduate,MBA,"Research, Programming","Python, SQL, TensorFlow","Problem Solving, Communication",1 year,"Analytics, Data Science",Machine Learning,"Analytical, Innovative",Remote,81119,Pune,Low,Data Scientist
23,Undergraduate,Diploma in Management,"Programming, Research","Research Methods, SPSS, Python, Power BI","Teamwork, Creativity, Adaptability",0 years,"Education, Research",Academic Research,"Analytical, Curious",Remote,81529,Bangalore,Low,Academic Researcher
30,Undergraduate,BCA,"Research, Communication","Research Methods, SPSS, Python, Power BI","Creativity, Adaptability, Critical Thinking",8 years,"Data Science, Technology",Research,"Creative, Persuasive",Office,50020,Hyderabad,Medium,Academic Researcher
26,Undergraduate,BCA,"Analysis, Programming","Python, SPSS, Research Methods","Teamwork, Time Management, Problem Solving",0 years,"Research, Education",Research,"Detail Oriented, Analytical",Office,42796,Pune,Low,Academic Researcher
27,Diploma,M.Sc,"Creativity, Communication","SEO, Digital Marketing, Excel, UI Design","Problem Solving, Communication",4 years,"Marketing, Branding",Digital Marketing,"Creative, Detail Oriented",Remote,58430,Bangalore,High,Marketing Manager
45,Diploma,M.Sc,"Leadership, Communication","SEO, Digital Marketing, Excel, UI Design","Creativity, Adaptability, Critical Thinking",10 years,"Marketing, Branding",Digital Marketing,"Leadership, Communication",Hybrid,109474,Hyderabad,Medium,Marketing Manager
33,Undergraduate,MA,"Creativity, Communication","SEO, Google Analytics, Social Media","Teamwork, Creativity, Adaptability",6 years,"Branding, Social Media",Marketing,"Innovative, Empathetic",Hybrid,71082,Ahmedabad,Low,Marketing Manager
41,Undergraduate,MCA,"Programming, Research","SPSS, Excel, Statistics","Creativity, Adaptability, Critical Thinking",9 years,"Education, Research",Business Analytics,"Analytical, Curious",Remote,64716,Delhi,Medium,Academic Researcher
38,Postgraduate,Diploma in Computer,"Leadership, Programming","SEO, Google Analytics, Social Media","Communication, Creativity, Teamwork",3 years,"Branding, Social Media",Marketing,"Creative, Persuasive",Remote,97089,Remote,Medium,Marketing Manager
34,Undergraduate,B.Des,"Leadership, Communication","SEO, Google Analytics, Social Media","Leadership, Time Management, Critical Thinking",0 years,"Branding, Social Media",Marketing,"Leadership, Communication",Remote,80219,Bangalore,Medium,Marketing Manager
45,Diploma,B.Com,"Research, Communication","Research Methods, SPSS, Python, Power BI","Teamwork, Creativity, Adaptability",4 years,"Branding, Social Media",UI/UX Design,"Detail Oriented, Analytical",Hybrid,39790,Remote,Medium,Academic Researcher
38,Postgraduate,BA,"Analysis, Programming","SQL, Excel, Power BI","Problem Solving, Communication",11 years,"Marketing, Branding",Academic Research,"Curious, Analytical",Remote,66516,Hyderabad,Low,Data Analyst
40,Postgraduate,BCA,"Programming, Research","Digital Marketing, Excel, Canva","Teamwork, Time Management, Problem Solving",2 years,"Research, Education",Machine Learning,"Analytical, Curious",Office,68564,Hyderabad,Medium,Academic Researcher
31,Undergraduate,MBA,"Analysis, Programming","SQL, Excel, Power BI","Creativity, Adaptability, Critical Thinking",8 years,"Business, Analytics",Data Analytics,"Analytical, Curious",Hybrid,79788,Remote,Medium,Data Analyst
44,Diploma,MCA,"Creativity, Communication","Python, Machine Learning, Statistics","Creativity, Adaptability, Critical Thinking",3 years,"Creative Design, User Experience",UI/UX Design,"Analytical, Curious",Office,69105,Remote,Low,UI/UX Designer
37,Postgraduate,BA,"Creativity, Programming","Python, Machine Learning, Statistics","Teamwork, Creativity, Adaptability",13 years,"Business, Analytics",Creative Design,"Detail Oriented, Analytical",Remote,82211,Hyderabad,High,Data Analyst
24,Postgraduate,B.Sc,"Research, Programming","Research Methods, SPSS, Python, Power BI","Leadership, Time Management, Critical Thinking",1 year,"Design, User Experience",Academic Research,"Detail Oriented, Analytical",Hybrid,49039,Pune,Low,Academic Researcher
24,Postgraduate,MBA,"Programming, Research","Research Methods, SPSS, Python, Power BI","Teamwork, Time Management, Problem Solving",0 years,"Education, Research",Creative Design,"Leadership, Communication",Hybrid,37312,Ahmedabad,High,Academic Researcher
20,Postgraduate,Diploma in Computer,"Leadership, Communication","Digital Marketing, Excel, Canva","Teamwork, Creativity, Adaptability",0 years,"Branding, Social Media",Digital Marketing,"Leadership, Communication",Hybrid,84404,Mumbai,Medium,Marketing Manager
42,Undergraduate,B.Sc,"Creativity, Communication","SEO, Google Analytics, Social Media","Teamwork, Time Management, Problem Solving",4 years,"Design, User Experience",Marketing,"Leadership, Communication",Office,71069,Ahmedabad,High,Marketing Manager
25,Diploma,B.Com,"Leadership, Programming","SEO, Digital Marketing, Excel, UI Design","Creativity, Adaptability, Critical Thinking",5 years,"Analytics, Data Science",Digital Marketing,"Creative, Persuasive",Office,78711,Bangalore,Medium,Marketing Manager
25,Postgraduate,MBA,"Research, Creativity","Figma, UI Design, Adobe XD","Communication, Creativity, Teamwork",2 years,"Creative Design, User Experience",Machine Learning,"Innovative, Empathetic",Hybrid,83847,Mumbai,Low,UI/UX Designer
23,Diploma,B.Des,"Research, Communication","SPSS, Excel, Statistics","Creativity, Adaptability, Critical Thinking",3 years,"Business Intelligence, Analytics",Academic Research,"Detail Oriented, Analytical",Hybrid,44418,Hyderabad,High,Academic Researcher
31,Diploma,BA,"Creativity, Communication","SPSS, Excel, Statistics","Creativity, Adaptability, Critical Thinking",3 years,"Education, Research",Academic Research,"Detail Oriented, Analytical",Office,45209,Hyderabad,High,Academic Researcher
25,Undergraduate,MBA,"Design, Communication","Python, Machine Learning, Statistics","Communication, Creativity, Teamwork",3 years,"Design, User Experience",Academic Research,"Leadership, Communication",Remote,75360,Bangalore,High,UI/UX Designer
27,Undergraduate,Diploma in Computer,"Programming, Research","Python, Machine Learning, Statistics","Problem Solving, Communication",4 years,"Data Science, Technology",Data Science,"Detail Oriented, Analytical",Hybrid,101419,Remote,Low,Data Scientist
37,Diploma,MA,"Research, Analysis","Machine Learning, Python, SQL","Teamwork, Time Management, Problem Solving",12 years,"Analytics, Data Science",UI/UX Design,"Analytical, Innovative",Office,84907,Pune,High,Data Scientist
20,Postgraduate,BA,"Creativity, Communication","SEO, Digital Marketing, Excel, UI Design","Teamwork, Time Management, Problem Solving",0 years,"Data Science, Technology",Digital Marketing,"Analytical, Innovative",Remote,71633,Hyderabad,Low,Marketing Manager
40,Postgraduate,M.Sc,"Research, Communication","SQL, Excel, Power BI","Creativity, Adaptability, Critical Thinking",5 years,"Education, Research",Research,"Analytical, Curious",Remote,45141,Hyderabad,Low,Academic Researcher
35,Diploma,MA,"Research, Analysis","SPSS, Excel, Statistics","Communication, Creativity, Teamwork",8 years,"Research, Education",Academic Research,"Analytical, Curious",Hybrid,60492,Bangalore,Low,Academic Researcher
36,Postgraduate,B.Sc,"Creativity, Programming","SEO, Google Analytics, Social Media","Teamwork, Time Management, Problem Solving",4 years,"Education, Research",Marketing,"Creative, Persuasive",Office,79294,Mumbai,Medium,Marketing Manager
23,Diploma,B.Des,"Research, Communication","SPSS, Excel, Statistics","Teamwork, Time Management, Problem Solving",3 years,"Business, Analytics",Creative Design,"Leadership, Communication",Hybrid,49737,Remote,High,Academic Researcher
21,Diploma,BCA,"Creativity, Programming","SQL, Excel, Power BI","Teamwork, Time Management, Problem Solving",0 years,"Business Intelligence, Analytics",Data Science,"Analytical, Curious",Office,87419,Bangalore,High,Data Analyst
25,Postgraduate,B.Com,"Analysis, Programming","Python, SQL, Excel, MS Office","Teamwork, Creativity, Adaptability",4 years,"Business Intelligence, Analytics",Data Analytics,"Detail Oriented, Analytical",Remote,56335,Bangalore,Low,Data Analyst
43,Diploma,BBA,"Design, Communication","Figma, Photoshop, Canva","Leadership, Time Management, Critical Thinking",13 years,"Design, User Experience",UI/UX Design,"Curious, Analytical",Office,51488,Remote,Low,UI/UX Designer
42,Undergraduate,Diploma in Management,"Leadership, Programming","Machine Learning, Python, SQL","Teamwork, Creativity, Adaptability",7 years,"Creative Design, User Experience",Machine Learning,"Curious, Analytical",Office,79320,Pune,High,Data Scientist
40,Undergraduate,B.Com,"Analysis, Programming","Python, SQL, Excel, MS Office","Communication, Creativity, Teamwork",4 years,"Business Intelligence, Analytics",Data Analytics,"Leadership, Communication",Remote,66112,Hyderabad,High,Data Analyst
21,Postgraduate,B.Des,"Design, Communication","Figma, UI Design, Adobe XD","Problem Solving, Communication",1 year,"Design, User Experience",UI/UX Design,"Creative, Detail Oriented",Remote,59021,Remote,High,UI/UX Designer
41,Diploma,B.Com,"Creativity, Programming","SQL, Excel, Power BI","Teamwork, Time Management, Problem Solving",9 years,"Marketing, Branding",Data Analytics,"Detail Oriented, Analytical",Remote,57311,Hyderabad,Medium,Data Analyst
38,Postgraduate,BCA,"Creativity, Communication","Figma, Photoshop, Canva","Communication, Creativity, Teamwork",1 year,"Design, User Experience",UI/UX Design,"Innovative, Empathetic",Hybrid,46122,Bangalore,Low,UI/UX Designer
32,Postgraduate,MA,"Research, Programming","Figma, UI Design, Adobe XD","Teamwork, Creativity, Adaptability",11 years,"Data Science, Technology",Data Science,"Analytical, Innovative",Hybrid,93428,Pune,Low,Data Scientist
30,Postgraduate,BBA,"Programming, Research","SPSS, Excel, Statistics","Problem Solving, Communication",3 years,"Education, Research",UI/UX Design,"Detail Oriented, Analytical",Office,57985,Mumbai,Medium,Academic Researcher
45,Postgraduate,B.Des,"Analysis, Programming","SQL, Excel, Power BI","Teamwork, Time Management, Problem Solving",2 years,"Research, Education",Machine Learning,"Analytical, Curious",Office,67036,Remote,Low,Data Analyst
34,Undergraduate,B.Com,"Programming, Analysis","Python, Machine Learning, Statistics","Problem Solving, Communication",7 years,"Marketing, Branding",Data Science,"Leadership, Communication",Hybrid,83944,Remote,Low,Data Scientist
27,Postgraduate,Diploma in Management,"Analysis, Programming","SQL, Excel, Power BI","Problem Solving, Communication",0 years,"Business Intelligence, Analytics",Business Analytics,"Analytical, Curious",Office,68106,Hyderabad,Low,Data Analyst
20,Diploma,BA,"Leadership, Communication","Digital Marketing, Excel, Canva","Creativity, Adaptability, Critical Thinking",0 years,"Branding, Social Media",Machine Learning,"Creative, Persuasive",Remote,68396,Delhi,High,Marketing Manager
43,Postgraduate,BBA,"Research, Communication","Research Methods, SPSS, Python, Power BI","Teamwork, Creativity, Adaptability",5 years,"Education, Research",Research,"Analytical, Curious",Hybrid,59239,Mumbai,High,Academic Researcher
30,Undergraduate,Diploma in Computer,"Research, Communication","SQL, Excel, Power BI","Communication, Creativity, Teamwork",5 years,"Business, Analytics",Data Science,"Analytical, Curious",Remote,52168,Remote,Low,Data Analyst
45,Undergraduate,MBA,"Design, Communication","Python, SPSS, Research Methods","Communication, Creativity, Teamwork",15 years,"Design, User Experience",UI/UX Design,"Curious, Analytical",Hybrid,82512,Hyderabad,Low,UI/UX Designer
29,Diploma,MA,"Analysis, Programming","SEO, Digital Marketing, Excel, UI Design","Leadership, Time Management, Critical Thinking",0 years,"Marketing, Branding",Marketing,"Leadership, Communication",Office,50122,Hyderabad,Low,Marketing Manager
36,Undergraduate,Diploma in Management,"Research, Analysis","Digital Marketing, Excel, Canva","Problem Solving, Communication",0 years,"Research, Education",UI/UX Design,"Creative, Persuasive",Remote,33757,Bangalore,Low,Academic Researcher
28,Postgraduate,B.Com,"Research, Creativity","Adobe XD, UI Design, Figma","Creativity, Adaptability, Critical Thinking",1 year,"Design, User Experience",UI/UX Design,"Creative, Detail Oriented",Remote,42252,Delhi,Low,UI/UX Designer
41,Undergraduate,BBA,"Research, Programming","Python, SQL, Excel, MS Office","Leadership, Time Management, Critical Thinking",5 years,"Business Intelligence, Analytics",Business Analytics,"Analytical, Curious",Office,77399,Bangalore,High,Data Analyst
31,Postgraduate,MCA,"Analysis, Programming","Figma, Photoshop, Canva","Teamwork, Creativity, Adaptability",6 years,"Business, Analytics",Data Analytics,"Detail Oriented, Analytical",Office,57585,Ahmedabad,Medium,Data Analyst
22,Postgraduate,Diploma in Management,"Creativity, Programming","Figma, UI Design, Adobe XD","Creativity, Adaptability, Critical Thinking",0 years,"Business, Analytics",Data Analytics,"Analytical, Curious",Office,89572,Hyderabad,Low,Data Analyst
33,Postgraduate,Diploma in Management,"Research, Programming","SEO, Digital Marketing, Excel, UI Design","Problem Solving, Communication",9 years,"Marketing, Branding",Digital Marketing,"Detail Oriented, Analytical",Office,98232,Mumbai,High,Marketing Manager
41,Undergraduate,B.Des,"Leadership, Communication","Adobe XD, UI Design, Figma","Leadership, Time Management, Critical Thinking",6 years,"Design, User Experience",Creative Design,"Creative, Detail Oriented",Remote,90564,Pune,Low,UI/UX Designer
42,Undergraduate,Diploma in Computer,"Design, Communication","Figma, Photoshop, Canva","Communication, Creativity, Teamwork",13 years,"Branding, Social Media",UI/UX Design,"Innovative, Empathetic",Office,57094,Mumbai,Medium,UI/UX Designer
30,Diploma,BA,"Research, Programming","Python, SQL, TensorFlow","Communication, Creativity, Teamwork",0 years,"Design, User Experience",Academic Research,"Creative, Persuasive",Office,108349,Ahmedabad,Medium,Data Scientist
29,Diploma,BCA,"Programming, Analysis","Python, SPSS, Research Methods","Leadership, Time Management, Critical Thinking",3 years,"Data Science, Technology",Data Science,"Curious, Analytical",Hybrid,116252,Delhi,Medium,Data Scientist
30,Diploma,MA,"Research, Creativity","Python, SPSS, Research Methods","Teamwork, Creativity, Adaptability",7 years,"Design, User Experience",UI/UX Design,"Analytical, Innovative",Office,66971,Mumbai,High,UI/UX Designer
27,Diploma,MBA,"Communication, Analysis","Python, Machine Learning, Statistics","Leadership, Time Management, Critical Thinking",7 years,"Analytics, Data Science",Data Science,"Analytical, Innovative",Hybrid,120694,Remote,High,Data Scientist
29,Undergraduate,BCA,"Design, Communication","Adobe XD, UI Design, Figma","Communication, Creativity, Teamwork",8 years,"Creative Design, User Experience",Creative Design,"Creative, Detail Oriented",Hybrid,79980,Delhi,Medium,UI/UX Designer
44,Diploma,Diploma in Computer,"Research, Creativity","SQL, Excel, Power BI","Creativity, Adaptability, Critical Thinking",12 years,"Creative Design, User Experience",UI/UX Design,"Creative, Detail Oriented",Office,62113,Bangalore,Low,UI/UX Designer
22,Undergraduate,MA,"Leadership, Communication","SEO, Google Analytics, Social Media","Teamwork, Creativity, Adaptability",2 years,"Design, User Experience",Digital Marketing,"Creative, Persuasive",Hybrid,82304,Pune,High,Marketing Manager
40,Postgraduate,MBA,"Analysis, Programming","Python, SPSS, Research Methods","Communication, Creativity, Teamwork",9 years,"Business, Analytics",Academic Research,"Analytical, Curious",Remote,59884,Pune,Medium,Academic Researcher
42,Postgraduate,BCA,"Communication, Analysis","SEO, Google Analytics, Social Media","Teamwork, Creativity, Adaptability",1 year,"Branding, Social Media",Marketing,"Leadership, Communication",Hybrid,66438,Remote,High,Marketing Manager
33,Diploma,Diploma in Management,"Research, Creativity","Python, Machine Learning, Statistics","Teamwork, Creativity, Adaptability",6 years,"Creative Design, User Experience",Creative Design,"Creative, Detail Oriented",Remote,52064,Bangalore,Medium,UI/UX Designer
30,Postgraduate,BCA,"Leadership, Communication","SEO, Google Analytics, Social Media","Leadership, Time Management, Critical Thinking",5 years,"Branding, Social Media",Digital Marketing,"Leadership, Communication",Hybrid,79705,Remote,Medium,Marketing Manager
38,Undergraduate,BA,"Leadership, Communication","Digital Marketing, Excel, Canva","Teamwork, Creativity, Adaptability",9 years,"Branding, Social Media",Marketing,"Leadership, Communication",Office,90311,Mumbai,High,Marketing Manager
43,Postgraduate,B.Com,"Programming, Analysis","SQL, Tableau, Excel","Leadership, Time Management, Critical Thinking",8 years,"Analytics, Data Science",Digital Marketing,"Curious, Analytical",Office,88623,Ahmedabad,Medium,Data Scientist
40,Postgraduate,B.Des,"Creativity, Communication","SEO, Google Analytics, Social Media","Teamwork, Time Management, Problem Solving",15 years,"Marketing, Branding",Digital Marketing,"Leadership, Communication",Office,104406,Remote,Medium,Marketing Manager
23,Diploma,Diploma in Management,"Research, Programming","Python, Machine Learning, Statistics","Communication, Creativity, Teamwork",2 years,"Education, Research",Machine Learning,"Curious, Analytical",Office,116044,Remote,Medium,Data Scientist
39,Undergraduate,BCA,"Programming, Research","Python, SPSS, Research Methods","Teamwork, Time Management, Problem Solving",6 years,"Marketing, Branding",Academic Research,"Detail Oriented, Analytical",Hybrid,46550,Remote,High,Academic Researcher
22,Diploma,B.Sc,"Programming, Research","SPSS, Excel, Statistics","Creativity, Adaptability, Critical Thinking",1 year,"Research, Education",Research,"Detail Oriented, Analytical",Remote,62645,Mumbai,Low,Academic Researcher
31,Undergraduate,MA,"Research, Programming","Python, SQL, TensorFlow","Creativity, Adaptability, Critical Thinking",0 years,"Business Intelligence, Analytics",Data Science,"Analytical, Innovative",Remote,104156,Ahmedabad,High,Data Scientist
41,Diploma,M.Sc,"Programming, Research","Adobe XD, UI Design, Figma","Communication, Creativity, Teamwork",7 years,"Creative Design, User Experience",Data Science,"Innovative, Empathetic",Remote,59050,Delhi,Medium,UI/UX Designer
32,Undergraduate,MBA,"Research, Creativity","Adobe XD, UI Design, Figma","Creativity, Adaptability, Critical Thinking",2 years,"Creative Design, User Experience",Creative Design,"Innovative, Empathetic",Hybrid,71813,Ahmedabad,Medium,UI/UX Designer
24,Undergraduate,M.Sc,"Creativity, Communication","SQL, Tableau, Excel","Leadership, Time Management, Critical Thinking",1 year,"Design, User Experience",Research,"Innovative, Empathetic",Remote,52699,Delhi,High,UI/UX Designer
24,Diploma,BBA,"Research, Creativity","Figma, Photoshop, Canva","Communication, Creativity, Teamwork",1 year,"Design, User Experience",Creative Design,"Creative, Detail Oriented",Office,84195,Delhi,High,UI/UX Designer
43,Diploma,MBA,"Creativity, Programming","SQL, Tableau, Excel","Leadership, Time Management, Critical Thinking",2 years,"Business Intelligence, Analytics",Data Analytics,"Curious, Analytical",Hybrid,88264,Ahmedabad,Low,Data Analyst
27,Diploma,Diploma in Management,"Communication, Analysis","SEO, Google Analytics, Social Media","Teamwork, Time Management, Problem Solving",2 years,"Marketing, Branding",Marketing,"Innovative, Empathetic",Hybrid,75070,Delhi,Low,Marketing Manager
28,Undergraduate,BBA,"Research, Communication","Python, SQL, TensorFlow","Teamwork, Creativity, Adaptability",4 years,"Analytics, Data Science",Machine Learning,"Creative, Persuasive",Hybrid,100825,Pune,Low,Data Scientist
31,Diploma,BBA,"Leadership, Programming","Python, Machine Learning, Statistics","Communication, Creativity, Teamwork",11 years,"Data Science, Technology",Data Science,"Curious, Analytical",Remote,99336,Delhi,Medium,Data Scientist
42,Postgraduate,MCA,"Research, Analysis","Python, SQL, Excel, MS Office","Teamwork, Creativity, Adaptability",12 years,"Education, Research",Academic Research,"Creative, Persuasive",Remote,68433,Delhi,Low,Academic Researcher
25,Postgraduate,BA,"Programming, Research","Research Methods, SPSS, Python, Power BI","Communication, Creativity, Teamwork",5 years,"Education, Research",Academic Research,"Analytical, Curious",Remote,80361,Ahmedabad,Medium,Academic Researcher
20,Diploma,MCA,"Design, Communication","SPSS, Excel, Statistics","Leadership, Time Management, Critical Thinking",0 years,"Design, User Experience",UI/UX Design,"Curious, Analytical",Office,85861,Delhi,High,UI/UX Designer
33,Diploma,Diploma in Computer,"Research, Creativity","Python, SPSS, Research Methods","Teamwork, Time Management, Problem Solving",3 years,"Marketing, Branding",Academic Research,"Detail Oriented, Analytical",Remote,73626,Pune,Low,Academic Researcher
38,Undergraduate,Diploma in Management,"Leadership, Programming","Python, SQL, TensorFlow","Creativity, Adaptability, Critical Thinking",2 years,"Analytics, Data Science",Data Science,"Curious, Analytical",Remote,93536,Ahmedabad,High,Data Scientist
29,Diploma,B.Des,"Creativity, Communication","SPSS, Excel, Statistics","Teamwork, Creativity, Adaptability",8 years,"Branding, Social Media",Marketing,"Creative, Detail Oriented",Remote,106604,Ahmedabad,Low,Marketing Manager
39,Diploma,B.Des,"Research, Programming","Python, SPSS, Research Methods","Teamwork, Time Management, Problem Solving",2 years,"Research, Education",Marketing,"Detail Oriented, Analytical",Remote,59016,Ahmedabad,High,Academic Researcher
35,Postgraduate,B.Com,"Leadership, Communication","SEO, Digital Marketing, Excel, UI Design","Teamwork, Time Management, Problem Solving",4 years,"Branding, Social Media",Marketing,"Leadership, Communication",Office,97712,Delhi,High,Marketing Manager
38,Undergraduate,B.Sc,"Creativity, Communication","Adobe XD, UI Design, Figma","Teamwork, Time Management, Problem Solving",2 years,"Design, User Experience",Creative Design,"Analytical, Innovative",Office,88616,Remote,Medium,UI/UX Designer
25,Undergraduate,MA,"Research, Programming","Python, Machine Learning, Statistics","Teamwork, Time Management, Problem Solving",4 years,"Data Science, Technology",UI/UX Design,"Detail Oriented, Analytical",Office,105957,Mumbai,Low,Data Scientist
22,Postgraduate,BA,"Creativity, Programming","Figma, Photoshop, Canva","Teamwork, Time Management, Problem Solving",0 years,"Marketing, Branding",Business Analytics,"Detail Oriented, Analytical",Hybrid,81177,Mumbai,Low,UI/UX Designer
42,Undergraduate,MBA,"Research, Analysis","Research Methods, SPSS, Python, Power BI","Creativity, Adaptability, Critical Thinking",1 year,"Design, User Experience",Creative Design,"Innovative, Empathetic",Hybrid,86074,Ahmedabad,Low,UI/UX Designer
24,Postgraduate,M.Sc,"Research, Programming","Machine Learning, Python, SQL","Creativity, Adaptability, Critical Thinking",1 year,"Analytics, Data Science",Marketing,"Analytical, Innovative",Remote,76621,Hyderabad,Medium,Data Scientist
27,Postgraduate,BBA,"Design, Communication","Python, SQL, TensorFlow","Communication, Creativity, Teamwork",2 years,"Education, Research",Digital Marketing,"Creative, Detail Oriented",Hybrid,88142,Delhi,High,UI/UX Designer
26,Diploma,BBA,"Leadership, Communication","SEO, Google Analytics, Social Media","Leadership, Time Management, Critical Thinking",3 years,"Branding, Social Media",Marketing,"Analytical, Curious",Remote,84895,Ahmedabad,High,Marketing Manager
